label,map_name,num_agents,seed,avg_throughput,elapsed_s,solved,ISR,CSR,ep_length
random-64-64-10_a32,random-64-64-10,32,2,66.861624019,0.48,True,1.0,1.0,38.625,
random-64-64-20_a8,random-64-64-20,8,0,23.818807473,0.34,True,1.0,1.0,46.0,
random-64-64-20_a8,random-64-64-20,8,1,20.935449806,0.38,True,1.0,1.0,46.0,
random-64-64-20_a8,random-64-64-20,8,2,20.323024775,0.39,True,1.0,1.0,46.0,
random-64-64-20_a16,random-64-64-20,16,0,46.563154775,0.34,True,1.0,1.0,46.4375,
random-64-64-20_a16,random-64-64-20,16,1,44.434149546,0.36,True,1.0,1.0,46.4375,
random-64-64-20_a16,random-64-64-20,16,2,46.140452113,0.35,True,1.0,1.0,46.4375,
random-64-64-20_a32,random-64-64-20,32,0,70.884725304,0.45,True,1.0,1.0,43.125,
random-64-64-20_a32,random-64-64-20,32,1,62.553137302,0.51,True,1.0,1.0,43.125,
random-64-64-20_a32,random-64-64-20,32,2,64.815248004,0.49,True,1.0,1.0,43.125,
room-32-32-4_a8,room-32-32-4,8,0,55.252507828,0.14,True,1.0,1.0,33.375,
room-32-32-4_a8,room-32-32-4,8,1,77.649445676,0.1,True,1.0,1.0,33.375,
room-32-32-4_a8,room-32-32-4,8,2,103.540103438,0.08,True,1.0,1.0,33.375,
room-32-32-4_a16,room-32-32-4,16,0,153.095273055,0.1,True,1.0,1.0,32.875,
room-32-32-4_a16,room-32-32-4,16,1,148.628048851,0.11,True,1.0,1.0,32.875,
room-32-32-4_a16,room-32-32-4,16,2,128.56319628,0.12,True,1.0,1.0,32.875,
room-32-32-4_a32,room-32-32-4,32,0,224.531187127,0.14,True,1.0,1.0,32.03125,
room-32-32-4_a32,room-32-32-4,32,1,184.029917145,0.17,True,1.0,1.0,32.03125,
room-32-32-4_a32,room-32-32-4,32,2,239.214866904,0.13,True,1.0,1.0,32.03125,
room-64-64-16_a8,room-64-64-16,8,0,20.934598128,0.38,True,1.0,1.0,50.375,
room-64-64-16_a8,room-64-64-16,8,1,24.992372484,0.32,True,1.0,1.0,50.375,
room-64-64-16_a8,room-64-64-16,8,2,22.941556248,0.35,True,1.0,1.0,50.375,
room-64-64-16_a16,room-64-64-16,16,0,49.177258019,0.33,True,1.0,1.0,45.875,
room-64-64-16_a16,room-64-64-16,16,1,47.57610155,0.34,True,1.0,1.0,45.875,
room-64-64-16_a16,room-64-64-16,16,2,47.230852603,0.34,True,1.0,1.0,45.875,
room-64-64-16_a32,room-64-64-16,32,0,49.671213741,0.64,True,1.0,1.0,72.625,
room-64-64-16_a32,room-64-64-16,32,1,43.762562155,0.73,True,1.0,1.0,72.625,
room-64-64-16_a32,room-64-64-16,32,2,43.195764094,0.74,True,1.0,1.0,72.625,
room-64-64-8_a8,room-64-64-8,8,0,25.171894145,0.32,True,1.0,1.0,54.0,
room-64-64-8_a8,room-64-64-8,8,1,30.756690438,0.26,True,1.0,1.0,54.0,
room-64-64-8_a8,room-64-64-8,8,2,28.191728776,0.28,True,1.0,1.0,54.0,
room-64-64-8_a16,room-64-64-8,16,0,52.222018491,0.31,True,1.0,1.0,49.4375,
room-64-64-8_a16,room-64-64-8,16,1,47.655892716,0.34,True,1.0,1.0,49.4375,
room-64-64-8_a16,room-64-64-8,16,2,50.620753281,0.32,True,1.0,1.0,49.4375,
room-64-64-8_a32,room-64-64-8,32,0,69.582602756,0.46,True,1.0,1.0,56.75,
room-64-64-8_a32,room-64-64-8,32,1,59.531712757,0.54,True,1.0,1.0,56.75,
room-64-64-8_a32,room-64-64-8,32,2,58.133462451,0.55,True,1.0,1.0,56.75,
w_woundedcoast_a8,w_woundedcoast,8,0,0.300886738,26.59,True,0.125,0.0,241.0,
w_woundedcoast_a8,w_woundedcoast,8,1,0.307742125,26.0,True,0.125,0.0,241.0,
w_woundedcoast_a8,w_woundedcoast,8,2,0.310462455,25.77,True,0.125,0.0,241.0,
w_woundedcoast_a16,w_woundedcoast,16,0,0.559277432,28.61,True,0.1875,0.0,234.6875,
w_woundedcoast_a16,w_woundedcoast,16,1,0.562039651,28.47,True,0.1875,0.0,234.6875,
w_woundedcoast_a16,w_woundedcoast,16,2,0.56300626,28.42,True,0.1875,0.0,234.6875,
w_woundedcoast_a32,w_woundedcoast,32,0,0.936273078,34.18,True,0.1875,0.0,235.21875,
w_woundedcoast_a32,w_woundedcoast,32,1,0.93368423,34.27,True,0.1875,0.0,235.21875,
w_woundedcoast_a32,w_woundedcoast,32,2,0.929137997,34.44,True,0.1875,0.0,235.21875,
warehouse-10-20-10-2-1_a8,warehouse-10-20-10-2-1,8,0,11.649665572,0.69,True,1.0,1.0,61.75,
warehouse-10-20-10-2-1_a8,warehouse-10-20-10-2-1,8,1,11.967700057,0.67,True,1.0,1.0,61.75,
warehouse-10-20-10-2-1_a8,warehouse-10-20-10-2-1,8,2,12.740303037,0.63,True,1.0,1.0,61.75,
warehouse-10-20-10-2-1_a16,warehouse-10-20-10-2-1,16,0,13.855711484,1.15,True,1.0,1.0,71.125,
warehouse-10-20-10-2-1_a16,warehouse-10-20-10-2-1,16,1,16.368222261,0.98,True,1.0,1.0,71.125,
warehouse-10-20-10-2-1_a16,warehouse-10-20-10-2-1,16,2,18.437057304,0.87,True,1.0,1.0,71.125,
warehouse-10-20-10-2-1_a32,warehouse-10-20-10-2-1,32,0,28.489619053,1.12,True,1.0,1.0,80.03125,
warehouse-10-20-10-2-1_a32,warehouse-10-20-10-2-1,32,1,29.308792681,1.09,True,1.0,1.0,80.03125,
warehouse-10-20-10-2-1_a32,warehouse-10-20-10-2-1,32,2,28.465270775,1.12,True,1.0,1.0,80.03125,
warehouse-10-20-10-2-2_a8,warehouse-10-20-10-2-2,8,0,5.304602327,1.51,True,1.0,1.0,94.625,
warehouse-10-20-10-2-2_a8,warehouse-10-20-10-2-2,8,1,5.258466077,1.52,True,1.0,1.0,94.625,
warehouse-10-20-10-2-2_a8,warehouse-10-20-10-2-2,8,2,5.361940756,1.49,True,1.0,1.0,94.625,
warehouse-10-20-10-2-2_a16,warehouse-10-20-10-2-2,16,0,9.44126184,1.69,True,1.0,1.0,106.625,
warehouse-10-20-10-2-2_a16,warehouse-10-20-10-2-2,16,1,9.152696056,1.75,True,1.0,1.0,106.625,
warehouse-10-20-10-2-2_a16,warehouse-10-20-10-2-2,16,2,9.032111778,1.77,True,1.0,1.0,106.625,
warehouse-10-20-10-2-2_a32,warehouse-10-20-10-2-2,32,0,16.648110501,1.92,True,1.0,1.0,109.84375,
warehouse-10-20-10-2-2_a32,warehouse-10-20-10-2-2,32,1,16.915094305,1.89,True,1.0,1.0,109.84375,
warehouse-10-20-10-2-2_a32,warehouse-10-20-10-2-2,32,2,16.594265256,1.93,True,1.0,1.0,109.84375,
warehouse-20-40-10-2-1_a8,warehouse-20-40-10-2-1,8,0,1.262326142,6.34,True,0.75,0.0,200.5,
warehouse-20-40-10-2-1_a8,warehouse-20-40-10-2-1,8,1,1.242070728,6.44,True,0.75,0.0,200.5,
warehouse-20-40-10-2-1_a8,warehouse-20-40-10-2-1,8,2,1.251725904,6.39,True,0.75,0.0,200.5,
warehouse-20-40-10-2-1_a16,warehouse-20-40-10-2-1,16,0,2.368825219,6.75,True,0.6875,0.0,183.6875,
warehouse-20-40-10-2-1_a16,warehouse-20-40-10-2-1,16,1,2.418718509,6.62,True,0.6875,0.0,183.6875,
warehouse-20-40-10-2-1_a16,warehouse-20-40-10-2-1,16,2,2.438628522,6.56,True,0.6875,0.0,183.6875,
warehouse-20-40-10-2-1_a32,warehouse-20-40-10-2-1,32,0,4.2860557,7.47,True,0.75,0.0,165.03125,
warehouse-20-40-10-2-1_a32,warehouse-20-40-10-2-1,32,1,4.379291478,7.31,True,0.75,0.0,165.03125,
warehouse-20-40-10-2-1_a32,warehouse-20-40-10-2-1,32,2,4.360367658,7.34,True,0.75,0.0,165.03125,
warehouse-20-40-10-2-2_a8,warehouse-20-40-10-2-2,8,0,0.47562816,16.82,True,0.75,0.0,153.125,
warehouse-20-40-10-2-2_a8,warehouse-20-40-10-2-2,8,1,0.466952327,17.13,True,0.75,0.0,153.125,
warehouse-20-40-10-2-2_a8,warehouse-20-40-10-2-2,8,2,0.461923601,17.32,True,0.75,0.0,153.125,
warehouse-20-40-10-2-2_a16,warehouse-20-40-10-2-2,16,0,0.905882666,17.66,True,0.875,0.0,132.125,
warehouse-20-40-10-2-2_a16,warehouse-20-40-10-2-2,16,1,0.912527485,17.53,True,0.875,0.0,132.125,
warehouse-20-40-10-2-2_a16,warehouse-20-40-10-2-2,16,2,0.862355339,18.55,True,0.875,0.0,132.125,
warehouse-20-40-10-2-2_a32,warehouse-20-40-10-2-2,32,0,1.727740968,18.52,True,0.8125,0.0,136.90625,
warehouse-20-40-10-2-2_a32,warehouse-20-40-10-2-2,32,1,1.727460254,18.52,True,0.8125,0.0,136.90625,
warehouse-20-40-10-2-2_a32,warehouse-20-40-10-2-2,32,2,1.744228284,18.35,True,0.8125,0.0,136.90625,
