map,scenario,N,runtime_ms,makespan,soc,success
room-32-32-4,room-32-32-4-random-10,50,0,0,0,1
room-32-32-4,room-32-32-4-random-10,100,1,1,1,1
room-32-32-4,room-32-32-4-random-10,200,5,5,5,1
room-32-32-4,room-32-32-4-random-10,300,11,11,11,1
room-32-32-4,room-32-32-4-random-11,50,0,0,0,1
room-32-32-4,room-32-32-4-random-11,100,1,1,1,1
room-32-32-4,room-32-32-4-random-11,200,5,5,5,1
room-32-32-4,room-32-32-4-random-11,300,10,10,10,1
room-32-32-4,room-32-32-4-random-12,50,0,0,0,1
room-32-32-4,room-32-32-4-random-12,100,1,1,1,1
room-32-32-4,room-32-32-4-random-12,200,4,4,4,1
room-32-32-4,room-32-32-4-random-12,300,9,9,9,1
room-32-32-4,room-32-32-4-random-13,50,0,0,0,1
room-32-32-4,room-32-32-4-random-13,100,2,2,2,1
room-32-32-4,room-32-32-4-random-13,200,5,5,5,1
room-32-32-4,room-32-32-4-random-13,300,10,10,10,1
room-32-32-4,room-32-32-4-random-14,50,0,0,0,1
room-32-32-4,room-32-32-4-random-14,100,1,1,1,1
room-32-32-4,room-32-32-4-random-14,200,4,4,4,1
room-32-32-4,room-32-32-4-random-14,300,10,10,10,1
room-32-32-4,room-32-32-4-random-15,50,0,0,0,1
room-32-32-4,room-32-32-4-random-15,100,1,1,1,1
room-32-32-4,room-32-32-4-random-15,200,4,4,4,1
room-32-32-4,room-32-32-4-random-15,300,10,10,10,1
room-32-32-4,room-32-32-4-random-16,50,0,0,0,1
room-32-32-4,room-32-32-4-random-16,100,1,1,1,1
room-32-32-4,room-32-32-4-random-16,200,5,5,5,1
room-32-32-4,room-32-32-4-random-16,300,9,9,9,1
room-32-32-4,room-32-32-4-random-17,50,0,0,0,1
room-32-32-4,room-32-32-4-random-17,100,1,1,1,1
room-32-32-4,room-32-32-4-random-17,200,5,5,5,1
room-32-32-4,room-32-32-4-random-17,300,11,11,11,1
room-32-32-4,room-32-32-4-random-18,50,0,0,0,1
room-32-32-4,room-32-32-4-random-18,100,1,1,1,1
room-32-32-4,room-32-32-4-random-18,200,6,6,6,1
room-32-32-4,room-32-32-4-random-18,300,11,11,11,1
room-32-32-4,room-32-32-4-random-19,50,1,1,1,1
room-32-32-4,room-32-32-4-random-19,100,1,1,1,1
room-32-32-4,room-32-32-4-random-19,200,5,5,5,1
room-32-32-4,room-32-32-4-random-19,300,11,11,11,1
room-32-32-4,room-32-32-4-random-1,50,0,0,0,1
room-32-32-4,room-32-32-4-random-1,100,1,1,1,1
room-32-32-4,room-32-32-4-random-1,200,4,4,4,1
room-32-32-4,room-32-32-4-random-1,300,10,10,10,1
room-32-32-4,room-32-32-4-random-20,50,1,1,1,1
room-32-32-4,room-32-32-4-random-20,100,2,2,2,1
room-32-32-4,room-32-32-4-random-20,200,5,5,5,1
room-32-32-4,room-32-32-4-random-20,300,10,10,10,1
room-32-32-4,room-32-32-4-random-21,50,0,0,0,1
room-32-32-4,room-32-32-4-random-21,100,1,1,1,1
room-32-32-4,room-32-32-4-random-21,200,5,5,5,1
room-32-32-4,room-32-32-4-random-21,300,10,10,10,1
room-32-32-4,room-32-32-4-random-22,50,0,0,0,1
room-32-32-4,room-32-32-4-random-22,100,1,1,1,1
room-32-32-4,room-32-32-4-random-22,200,4,4,4,1
room-32-32-4,room-32-32-4-random-22,300,13,13,13,1
room-32-32-4,room-32-32-4-random-23,50,0,0,0,1
room-32-32-4,room-32-32-4-random-23,100,2,2,2,1
room-32-32-4,room-32-32-4-random-23,200,5,5,5,1
room-32-32-4,room-32-32-4-random-23,300,9,9,9,1
room-32-32-4,room-32-32-4-random-24,50,0,0,0,1
room-32-32-4,room-32-32-4-random-24,100,1,1,1,1
room-32-32-4,room-32-32-4-random-24,200,6,6,6,1
room-32-32-4,room-32-32-4-random-24,300,9,9,9,1
room-32-32-4,room-32-32-4-random-25,50,0,0,0,1
room-32-32-4,room-32-32-4-random-25,100,2,2,2,1
room-32-32-4,room-32-32-4-random-25,200,7,7,7,1
room-32-32-4,room-32-32-4-random-25,300,15,15,15,1
room-32-32-4,room-32-32-4-random-2,50,1,1,1,1
room-32-32-4,room-32-32-4-random-2,100,2,2,2,1
room-32-32-4,room-32-32-4-random-2,200,6,6,6,1
room-32-32-4,room-32-32-4-random-2,300,10,10,10,1
room-32-32-4,room-32-32-4-random-3,50,0,0,0,1
room-32-32-4,room-32-32-4-random-3,100,2,2,2,1
room-32-32-4,room-32-32-4-random-3,200,5,5,5,1
room-32-32-4,room-32-32-4-random-3,300,10,10,10,1
room-32-32-4,room-32-32-4-random-4,50,0,0,0,1
room-32-32-4,room-32-32-4-random-4,100,2,2,2,1
room-32-32-4,room-32-32-4-random-4,200,4,4,4,1
room-32-32-4,room-32-32-4-random-4,300,11,11,11,1
room-32-32-4,room-32-32-4-random-5,50,0,0,0,1
room-32-32-4,room-32-32-4-random-5,100,2,2,2,1
room-32-32-4,room-32-32-4-random-5,200,4,4,4,1
room-32-32-4,room-32-32-4-random-5,300,10,10,10,1
room-32-32-4,room-32-32-4-random-6,50,0,0,0,1
room-32-32-4,room-32-32-4-random-6,100,2,2,2,1
room-32-32-4,room-32-32-4-random-6,200,6,6,6,1
room-32-32-4,room-32-32-4-random-6,300,11,11,11,1
room-32-32-4,room-32-32-4-random-7,50,1,1,1,1
room-32-32-4,room-32-32-4-random-7,100,1,1,1,1
room-32-32-4,room-32-32-4-random-7,200,6,6,6,1
room-32-32-4,room-32-32-4-random-7,300,12,12,12,1
room-32-32-4,room-32-32-4-random-8,50,0,0,0,1
room-32-32-4,room-32-32-4-random-8,100,1,1,1,1
room-32-32-4,room-32-32-4-random-8,200,4,4,4,1
room-32-32-4,room-32-32-4-random-8,300,10,10,10,1
room-32-32-4,room-32-32-4-random-9,50,1,1,1,1
room-32-32-4,room-32-32-4-random-9,100,1,1,1,1
room-32-32-4,room-32-32-4-random-9,200,5,5,5,1
room-32-32-4,room-32-32-4-random-9,300,9,9,9,1
room-64-64-16,room-64-64-16-random-10,50,3,3,3,1
room-64-64-16,room-64-64-16-random-10,250,25,25,25,1
room-64-64-16,room-64-64-16-random-10,500,50,50,50,1
room-64-64-16,room-64-64-16-random-10,750,109,109,109,1
room-64-64-16,room-64-64-16-random-10,1000,166,166,166,1
room-64-64-16,room-64-64-16-random-11,50,3,3,3,1
room-64-64-16,room-64-64-16-random-11,250,18,18,18,1
room-64-64-16,room-64-64-16-random-11,500,56,56,56,1
room-64-64-16,room-64-64-16-random-11,750,106,106,106,1
room-64-64-16,room-64-64-16-random-11,1000,191,191,191,1
room-64-64-16,room-64-64-16-random-12,50,3,3,3,1
room-64-64-16,room-64-64-16-random-12,250,20,20,20,1
room-64-64-16,room-64-64-16-random-12,500,71,71,71,1
room-64-64-16,room-64-64-16-random-12,750,112,112,112,1
room-64-64-16,room-64-64-16-random-12,1000,182,182,182,1
room-64-64-16,room-64-64-16-random-13,50,2,2,2,1
room-64-64-16,room-64-64-16-random-13,250,19,19,19,1
room-64-64-16,room-64-64-16-random-13,500,61,61,61,1
room-64-64-16,room-64-64-16-random-13,750,102,102,102,1
room-64-64-16,room-64-64-16-random-13,1000,178,178,178,1
room-64-64-16,room-64-64-16-random-14,50,2,2,2,1
room-64-64-16,room-64-64-16-random-14,250,17,17,17,1
room-64-64-16,room-64-64-16-random-14,500,51,51,51,1
room-64-64-16,room-64-64-16-random-14,750,110,110,110,1
room-64-64-16,room-64-64-16-random-14,1000,185,185,185,1
room-64-64-16,room-64-64-16-random-15,50,3,3,3,1
room-64-64-16,room-64-64-16-random-15,250,17,17,17,1
room-64-64-16,room-64-64-16-random-15,500,48,48,48,1
room-64-64-16,room-64-64-16-random-15,750,97,97,97,1
room-64-64-16,room-64-64-16-random-15,1000,156,156,156,1
room-64-64-16,room-64-64-16-random-16,50,2,2,2,1
room-64-64-16,room-64-64-16-random-16,250,15,15,15,1
room-64-64-16,room-64-64-16-random-16,500,45,45,45,1
room-64-64-16,room-64-64-16-random-16,750,97,97,97,1
room-64-64-16,room-64-64-16-random-16,1000,167,167,167,1
room-64-64-16,room-64-64-16-random-17,50,2,2,2,1
room-64-64-16,room-64-64-16-random-17,250,17,17,17,1
room-64-64-16,room-64-64-16-random-17,500,49,49,49,1
room-64-64-16,room-64-64-16-random-17,750,95,95,95,1
room-64-64-16,room-64-64-16-random-17,1000,176,176,176,1
room-64-64-16,room-64-64-16-random-18,50,2,2,2,1
room-64-64-16,room-64-64-16-random-18,250,16,16,16,1
room-64-64-16,room-64-64-16-random-18,500,49,49,49,1
room-64-64-16,room-64-64-16-random-18,750,98,98,98,1
room-64-64-16,room-64-64-16-random-18,1000,169,169,169,1
room-64-64-16,room-64-64-16-random-19,50,3,3,3,1
room-64-64-16,room-64-64-16-random-19,250,17,17,17,1
room-64-64-16,room-64-64-16-random-19,500,49,49,49,1
room-64-64-16,room-64-64-16-random-19,750,99,99,99,1
room-64-64-16,room-64-64-16-random-19,1000,162,162,162,1
room-64-64-16,room-64-64-16-random-1,50,2,2,2,1
room-64-64-16,room-64-64-16-random-1,250,18,18,18,1
room-64-64-16,room-64-64-16-random-1,500,51,51,51,1
room-64-64-16,room-64-64-16-random-1,750,106,106,106,1
room-64-64-16,room-64-64-16-random-1,1000,169,169,169,1
room-64-64-16,room-64-64-16-random-20,50,3,3,3,1
room-64-64-16,room-64-64-16-random-20,250,17,17,17,1
room-64-64-16,room-64-64-16-random-20,500,51,51,51,1
room-64-64-16,room-64-64-16-random-20,750,100,100,100,1
room-64-64-16,room-64-64-16-random-20,1000,170,170,170,1
room-64-64-16,room-64-64-16-random-21,50,2,2,2,1
room-64-64-16,room-64-64-16-random-21,250,20,20,20,1
room-64-64-16,room-64-64-16-random-21,500,55,55,55,1
room-64-64-16,room-64-64-16-random-21,750,101,101,101,1
room-64-64-16,room-64-64-16-random-21,1000,172,172,172,1
room-64-64-16,room-64-64-16-random-22,50,2,2,2,1
room-64-64-16,room-64-64-16-random-22,250,19,19,19,1
room-64-64-16,room-64-64-16-random-22,500,64,64,64,1
room-64-64-16,room-64-64-16-random-22,750,97,97,97,1
room-64-64-16,room-64-64-16-random-22,1000,186,186,186,1
room-64-64-16,room-64-64-16-random-23,50,2,2,2,1
room-64-64-16,room-64-64-16-random-23,250,17,17,17,1
room-64-64-16,room-64-64-16-random-23,500,53,53,53,1
room-64-64-16,room-64-64-16-random-23,750,107,107,107,1
room-64-64-16,room-64-64-16-random-23,1000,180,180,180,1
room-64-64-16,room-64-64-16-random-24,50,3,3,3,1
room-64-64-16,room-64-64-16-random-24,250,19,19,19,1
room-64-64-16,room-64-64-16-random-24,500,57,57,57,1
room-64-64-16,room-64-64-16-random-24,750,96,96,96,1
room-64-64-16,room-64-64-16-random-24,1000,167,167,167,1
room-64-64-16,room-64-64-16-random-25,50,2,2,2,1
room-64-64-16,room-64-64-16-random-25,250,18,18,18,1
room-64-64-16,room-64-64-16-random-25,500,51,51,51,1
room-64-64-16,room-64-64-16-random-25,750,93,93,93,1
room-64-64-16,room-64-64-16-random-25,1000,156,156,156,1
room-64-64-16,room-64-64-16-random-2,50,2,2,2,1
room-64-64-16,room-64-64-16-random-2,250,19,19,19,1
room-64-64-16,room-64-64-16-random-2,500,52,52,52,1
room-64-64-16,room-64-64-16-random-2,750,100,100,100,1
room-64-64-16,room-64-64-16-random-2,1000,175,175,175,1
room-64-64-16,room-64-64-16-random-3,50,2,2,2,1
room-64-64-16,room-64-64-16-random-3,250,18,18,18,1
room-64-64-16,room-64-64-16-random-3,500,46,46,46,1
room-64-64-16,room-64-64-16-random-3,750,104,104,104,1
